time_identifier,time_period,geographic_level,country_code,country_name,region_code,region_name,la_code,la_name,education_phases,headcount,suspensions,exclusions,susp_rate,excl_rate
Autumn Term,202324,Local Authority,E92000001,England,E12000002,North West,E10000006,Cumbria,Secondary,30000,1000,26,0.03333333333333333,0.0008666666666666666
Autumn Term,202324,Local Authority,E92000001,England,E12000002,North West,E10000006,Cumbria,Special,30000,764,21,0.025466666666666665,0.0007
Autumn Term,202324,Local Authority,E92000001,England,E12000004,East Midlands,E10000007,Derbyshire,Primary,30000,970,20,0.03233333333333333,0.0006666666666666666
Autumn Term,202324,Local Authority,E92000001,England,E12000004,East Midlands,E10000007,Derbyshire,Secondary,100,99,17,0.99,0.17
Autumn Term,202324,Local Authority,E92000001,England,E12000004,East Midlands,E10000007,Derbyshire,Special,30000,944,13,0.031466666666666664,0.0004333333333333333
Autumn Term,202324,Local Authority,E92000001,England,E12000009,South West,E10000008,Devon,Primary,30000,987,18,0.0329,0.0006
Autumn Term,202324,Local Authority,E92000001,England,E12000009,South West,E10000008,Devon,Secondary,30000,862,15,0.028733333333333333,0.0005
Autumn Term,202324,Local Authority,E92000001,England,E12000009,South West,E10000008,Devon,Special,30000,876,23,0.0292,0.0007666666666666667
Autumn Term,202324,Local Authority,E92000001,England,E12000009,South West,E10000009,Dorset,Primary,30000,1000,14,0.03333333333333333,0.00046666666666666666
Autumn Term,202324,Local Authority,E92000001,England,E12000009,South West,E10000009,Dorset,Secondary,30000,1000,18,0.03333333333333333,0.0006
Autumn Term,202324,Local Authority,E92000001,England,E12000009,South West,E10000009,Dorset,Special,30000,901,19,0.030033333333333332,0.0006333333333333333
Autumn Term,202324,Local Authority,E92000001,England,E12000001,North East,E10000010,Durham,Primary,100,99,18,0.99,0.18
Autumn Term,202324,Local Authority,E92000001,England,E12000001,North East,E10000010,Durham,Secondary,100,99,18,0.99,0.18
Autumn Term,202324,Local Authority,E92000001,England,E12000001,North East,E10000010,Durham,Special,30000,1000,20,0.03333333333333333,0.0006666666666666666
Autumn Term,202324,Local Authority,E92000001,England,E12000008,South East,E10000011,East Sussex,Primary,100,99,22,0.99,0.22
Autumn Term,202324,Local Authority,E92000001,England,E12000008,South East,E10000011,East Sussex,Secondary,30000,827,29,0.027566666666666666,0.0009666666666666667
Autumn Term,202324,Local Authority,E92000001,England,E12000008,South East,E10000011,East Sussex,Special,30000,892,20,0.029733333333333334,0.0006666666666666666
Autumn Term,202324,Local Authority,E92000001,England,E12000006,East of England,E10000012,Essex,Primary,100,99,22,0.99,0.22
Autumn Term,202324,Local Authority,E92000001,England,E12000006,East of England,E10000012,Essex,Secondary,100,99,16,0.99,0.16
Autumn Term,202324,Local Authority,E92000001,England,E12000006,East of England,E10000012,Essex,Special,100,99,17,0.99,0.17
Autumn Term,202324,Local Authority,E92000001,England,E12000009,South West,E10000013,Gloucestershire,Primary,30000,1000,17,0.03333333333333333,0.0005666666666666667
Autumn Term,202324,Local Authority,E92000001,England,E12000009,South West,E10000013,Gloucestershire,Secondary,30000,1000,14,0.03333333333333333,0.00046666666666666666
Autumn Term,202324,Local Authority,E92000001,England,E12000009,South West,E10000013,Gloucestershire,Special,100,99,32,0.99,0.32
Autumn Term,202324,Local Authority,E92000001,England,E12000008,South East,E10000014,Hampshire,Primary,100,99,20,0.99,0.2
Autumn Term,202324,Local Authority,E92000001,England,E12000008,South East,E10000014,Hampshire,Secondary,30000,1000,16,0.03333333333333333,0.0005333333333333334
Autumn Term,202324,Local Authority,E92000001,England,E12000008,South East,E10000014,Hampshire,Special,100,99,18,0.99,0.18
Autumn Term,202324,Local Authority,E92000001,England,E12000006,East of England,E10000015,Hertfordshire,Primary,100,99,15,0.99,0.15
Autumn Term,202324,Local Authority,E92000001,England,E12000006,East of England,E10000015,Hertfordshire,Secondary,30000,1000,21,0.03333333333333333,0.0007
Autumn Term,202324,Local Authority,E92000001,England,E12000006,East of England,E10000015,Hertfordshire,Special,100,99,16,0.99,0.16
Autumn Term,202324,Local Authority,E92000001,England,E12000008,South East,E10000016,Kent,Primary,30000,745,11,0.024833333333333332,0.00036666666666666667
Autumn Term,202324,Local Authority,E92000001,England,E12000008,South East,E10000016,Kent,Secondary,100,99,29,0.99,0.29
Autumn Term,202324,Local Authority,E92000001,England,E12000008,South East,E10000016,Kent,Special,100,99,22,0.99,0.22
Autumn Term,202324,Local Authority,E92000001,England,E12000002,North West,E10000017,Lancashire,Primary,100,99,25,0.99,0.25
Autumn Term,202324,Local Authority,E92000001,England,E12000002,North West,E10000017,Lancashire,Secondary,100,99,18,0.99,0.18
Autumn Term,202324,Local Authority,E92000001,England,E12000002,North West,E10000017,Lancashire,Special,30000,1000,25,0.03333333333333333,0.0008333333333333334
Autumn Term,202324,Local Authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,Primary,100,99,23,0.99,0.23
Autumn Term,202324,Local Authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,Secondary,100,99,20,0.99,0.2
Autumn Term,202324,Local Authority,E92000001,England,E12000004,East Midlands,E10000018,Leicestershire,Special,100,99,18,0.99,0.18
Autumn Term,202324,Local Authority,E92000001,England,E12000004,East Midlands,E10000019,Lincolnshire,Primary,100,99,22,0.99,0.22
Autumn Term,202324,Local Authority,E92000001,England,E12000004,East Midlands,E10000019,Lincolnshire,Secondary,30000,1000,25,0.03333333333333333,0.0008333333333333334
Autumn Term,202324,Local Authority,E92000001,England,E12000004,East Midlands,E10000019,Lincolnshire,Special,100,99,29,0.99,0.29
Autumn Term,202324,Local Authority,E92000001,England,E12000006,East of England,E10000020,Norfolk,Primary,30000,873,20,0.0291,0.0006666666666666666
Autumn Term,202324,Local Authority,E92000001,England,E12000006,East of England,E10000020,Norfolk,Secondary,100,99,21,0.99,0.21
Autumn Term,202324,Local Authority,E92000001,England,E12000006,East of England,E10000020,Norfolk,Special,100,99,24,0.99,0.24
Autumn Term,202324,Local Authority,E92000001,England,E12000004,East Midlands,E10000021,Northamptonshire,Primary,30000,725,24,0.024166666666666666,0.0008
Autumn Term,202324,Local Authority,E92000001,England,E12000004,East Midlands,E10000021,Northamptonshire,Secondary,100,99,13,0.99,0.13
Autumn Term,202324,Local Authority,E92000001,England,E12000004,East Midlands,E10000021,Northamptonshire,Special,30000,1000,17,0.03333333333333333,0.0005666666666666667
Autumn Term,202324,Local Authority,E92000001,England,E12000001,North East,E10000022,Northumberland,Primary,100,99,13,0.99,0.13
Autumn Term,202324,Local Authority,E92000001,England,E12000001,North East,E10000022,Northumberland,Secondary,100,99,19,0.99,0.19
Autumn Term,202324,Local Authority,E92000001,England,E12000001,North East,E10000022,Northumberland,Special,30000,1000,22,0.03333333333333333,0.0007333333333333333
Autumn Term,202324,Local Authority,E92000001,England,E12000003,Yorkshire and The Humber,E10000023,North Yorkshire,Primary,100,99,25,0.99,0.25
Autumn Term,202324,Local Authority,E92000001,England,E12000003,Yorkshire and The Humber,E10000023,North Yorkshire,Secondary,30000,717,31,0.0239,0.0010333333333333334
Autumn Term,202324,Local Authority,E92000001,England,E12000003,Yorkshire and The Humber,E10000023,North Yorkshire,Special,30000,860,19,0.028666666666666667,0.0006333333333333333
Autumn Term,202324,Local Authority,E92000001,England,E12000004,East Midlands,E10000024,Nottinghamshire,Primary,100,99,21,0.99,0.21
Autumn Term,202324,Local Authority,E92000001,England,E12000004,East Midlands,E10000024,Nottinghamshire,Secondary,30000,1000,23,0.03333333333333333,0.0007666666666666667
Autumn Term,202324,Local Authority,E92000001,England,E12000004,East Midlands,E10000024,Nottinghamshire,Special,100,99,24,0.99,0.24
Autumn Term,202324,Local Authority,E92000001,England,E12000008,South East,E10000025,Oxfordshire,Primary,100,99,24,0.99,0.24
Autumn Term,202324,Local Authority,E92000001,England,E12000008,South East,E10000025,Oxfordshire,Secondary,30000,859,17,0.028633333333333334,0.0005666666666666667
Autumn Term,202324,Local Authority,E92000001,England,E12000008,South East,E10000025,Oxfordshire,Special,30000,688,23,0.022933333333333333,0.0007666666666666667
Autumn Term,202324,Local Authority,E92000001,England,E12000005,West Midlands,E10000026,Shropshire,Primary,100,99,14,0.99,0.14
Autumn Term,202324,Local Authority,E92000001,England,E12000005,West Midlands,E10000026,Shropshire,Secondary,30000,963,19,0.0321,0.0006333333333333333
Autumn Term,202324,Local Authority,E92000001,England,E12000005,West Midlands,E10000026,Shropshire,Special,30000,1000,17,0.03333333333333333,0.0005666666666666667
Autumn Term,202324,Local Authority,E92000001,England,E12000009,South West,E10000027,Somerset,Primary,30000,800,21,0.02666666666666667,0.0007
Autumn Term,202324,Local Authority,E92000001,England,E12000009,South West,E10000027,Somerset,Secondary,100,99,17,0.99,0.17
Autumn Term,202324,Local Authority,E92000001,England,E12000009,South West,E10000027,Somerset,Special,30000,911,18,0.030366666666666667,0.0006
Autumn Term,202324,Local Authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,Primary,30000,911,15,0.030366666666666667,0.0005
Autumn Term,202324,Local Authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,Secondary,100,99,14,0.99,0.14
Autumn Term,202324,Local Authority,E92000001,England,E12000005,West Midlands,E10000028,Staffordshire,Special,100,99,29,0.99,0.29
Autumn Term,202324,Local Authority,E92000001,England,E12000006,East of England,E10000029,Suffolk,Primary,30000,1000,26,0.03333333333333333,0.0008666666666666666
Autumn Term,202324,Local Authority,E92000001,England,E12000006,East of England,E10000029,Suffolk,Secondary,100,99,25,0.99,0.25
Autumn Term,202324,Local Authority,E92000001,England,E12000006,East of England,E10000029,Suffolk,Special,30000,780,20,0.026,0.0006666666666666666
Autumn Term,202324,Local Authority,E92000001,England,E12000008,South East,E10000030,Surrey,Primary,100,99,15,0.99,0.15
Autumn Term,202324,Local Authority,E92000001,England,E12000008,South East,E10000030,Surrey,Secondary,100,99,18,0.99,0.18
Autumn Term,202324,Local Authority,E92000001,England,E12000008,South East,E10000030,Surrey,Special,30000,923,23,0.030766666666666668,0.0007666666666666667
Autumn Term,202324,Local Authority,E92000001,England,E12000005,West Midlands,E10000031,Warwickshire,Primary,30000,1000,20,0.03333333333333333,0.0006666666666666666
Autumn Term,202324,Local Authority,E92000001,England,E12000005,West Midlands,E10000031,Warwickshire,Secondary,100,99,15,0.99,0.15
Autumn Term,202324,Local Authority,E92000001,England,E12000005,West Midlands,E10000031,Warwickshire,Special,30000,901,24,0.030033333333333332,0.0008
Autumn Term,202324,Local Authority,E92000001,England,E12000008,South East,E10000032,West Sussex,Primary,100,99,17,0.99,0.17
Autumn Term,202324,Local Authority,E92000001,England,E12000008,South East,E10000032,West Sussex,Secondary,30000,912,21,0.0304,0.0007
Autumn Term,202324,Local Authority,E92000001,England,E12000008,South East,E10000032,West Sussex,Special,30000,787,14,0.026233333333333334,0.00046666666666666666
Autumn Term,202324,Local Authority,E92000001,England,E12000009,South West,E10000033,Wiltshire,Primary,30000,867,15,0.0289,0.0005
Autumn Term,202324,Local Authority,E92000001,England,E12000009,South West,E10000033,Wiltshire,Secondary,100,99,18,0.99,0.18
Autumn Term,202324,Local Authority,E92000001,England,E12000009,South West,E10000033,Wiltshire,Special,100,99,18,0.99,0.18
Autumn Term,202324,Local Authority,E92000001,England,E12000005,West Midlands,E10000034,Worcestershire,Primary,30000,1000,25,0.03333333333333333,0.0008333333333333334
Autumn Term,202324,Local Authority,E92000001,England,E12000005,West Midlands,E10000034,Worcestershire,Secondary,100,99,30,0.99,0.3
Autumn Term,202324,Local Authority,E92000001,England,E12000005,West Midlands,E10000034,Worcestershire,Special,100,99,26,0.99,0.26
Autumn Term,202425,Local Authority,E92000001,England,E12000001,North East,E06000001,Hartlepool,Primary,30000,781,17,0.026033333333333332,0.0005666666666666667
Autumn Term,202425,Local Authority,E92000001,England,E12000001,North East,E06000001,Hartlepool,Secondary,30000,1000,20,0.03333333333333333,0.0006666666666666666
Autumn Term,202425,Local Authority,E92000001,England,E12000001,North East,E06000001,Hartlepool,Special,30000,1000,17,0.03333333333333333,0.0005666666666666667
Autumn Term,202425,Local Authority,E92000001,England,E12000001,North East,E06000002,Middlesbrough,Primary,30000,865,17,0.028833333333333332,0.0005666666666666667
Autumn Term,202425,Local Authority,E92000001,England,E12000001,North East,E06000002,Middlesbrough,Secondary,30000,1000,17,0.03333333333333333,0.0005666666666666667
Autumn Term,202425,Local Authority,E92000001,England,E12000001,North East,E06000002,Middlesbrough,Special,30000,963,24,0.0321,0.0008
Autumn Term,202425,Local Authority,E92000001,England,E12000001,North East,E06000003,Redcar and Cleveland,Primary,100,99,12,0.99,0.12
Autumn Term,202425,Local Authority,E92000001,England,E12000001,North East,E06000003,Redcar and Cleveland,Secondary,30000,1000,20,0.03333333333333333,0.0006666666666666666
Autumn Term,202425,Local Authority,E92000001,England,E12000001,North East,E06000003,Redcar and Cleveland,Special,100,99,25,0.99,0.25
Autumn Term,202425,Local Authority,E92000001,England,E12000001,North East,E06000004,Stockton-on-Tees,Primary,100,99,16,0.99,0.16
Autumn Term,202425,Local Authority,E92000001,England,E12000001,North East,E06000004,Stockton-on-Tees,Secondary,100,99,21,0.99,0.21
Autumn Term,202425,Local Authority,E92000001,England,E12000001,North East,E06000004,Stockton-on-Tees,Special,30000,1000,17,0.03333333333333333,0.0005666666666666667
Autumn Term,202425,Local Authority,E92000001,England,E12000001,North East,E06000005,Darlington,Primary,30000,797,23,0.026566666666666666,0.0007666666666666667
Autumn Term,202425,Local Authority,E92000001,England,E12000001,North East,E06000005,Darlington,Secondary,30000,972,17,0.0324,0.0005666666666666667
Autumn Term,202425,Local Authority,E92000001,England,E12000001,North East,E06000005,Darlington,Special,100,99,16,0.99,0.16
Autumn Term,202425,Local Authority,E92000001,England,E12000002,North West,E06000006,Halton,Primary,100,99,19,0.99,0.19
Autumn Term,202425,Local Authority,E92000001,England,E12000002,North West,E06000006,Halton,Secondary,100,99,19,0.99,0.19
Autumn Term,202425,Local Authority,E92000001,England,E12000002,North West,E06000006,Halton,Special,100,99,16,0.99,0.16
Autumn Term,202425,Local Authority,E92000001,England,E12000002,North West,E06000007,Warrington,Primary,100,99,25,0.99,0.25
Autumn Term,202425,Local Authority,E92000001,England,E12000002,North West,E06000007,Warrington,Secondary,30000,948,23,0.0316,0.0007666666666666667
Autumn Term,202425,Local Authority,E92000001,England,E12000002,North West,E06000007,Warrington,Special,100,99,20,0.99,0.2
Autumn Term,202425,Local Authority,E92000001,England,E12000002,North West,E06000008,Blackburn with Darwen,Primary,30000,1000,19,0.03333333333333333,0.0006333333333333333
Autumn Term,202425,Local Authority,E92000001,England,E12000002,North West,E06000008,Blackburn with Darwen,Secondary,100,99,24,0.99,0.24
Autumn Term,202425,Local Authority,E92000001,England,E12000002,North West,E06000008,Blackburn with Darwen,Special,100,99,25,0.99,0.25
Autumn Term,202425,Local Authority,E92000001,England,E12000002,North West,E06000009,Blackpool,Primary,30000,892,23,0.029733333333333334,0.0007666666666666667
Autumn Term,202425,Local Authority,E92000001,England,E12000002,North West,E06000009,Blackpool,Secondary,30000,756,19,0.0252,0.0006333333333333333
Autumn Term,202425,Local Authority,E92000001,England,E12000002,North West,E06000009,Blackpool,Special,30000,776,27,0.025866666666666666,0.0009
Autumn Term,202425,Local Authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",Primary,30000,777,17,0.0259,0.0005666666666666667
Autumn Term,202425,Local Authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",Secondary,30000,947,13,0.031566666666666666,0.0004333333333333333
Autumn Term,202425,Local Authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",Special,100,99,17,0.99,0.17
Autumn Term,202425,Local Authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,Primary,30000,812,21,0.027066666666666666,0.0007
Autumn Term,202425,Local Authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,Secondary,100,99,16,0.99,0.16
Autumn Term,202425,Local Authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,Special,30000,856,22,0.028533333333333334,0.0007333333333333333
Autumn Term,202425,Local Authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,Primary,30000,785,13,0.026166666666666668,0.0004333333333333333
Autumn Term,202425,Local Authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,Secondary,30000,1000,13,0.03333333333333333,0.0004333333333333333
Autumn Term,202425,Local Authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,Special,30000,997,20,0.03323333333333333,0.0006666666666666666
Autumn Term,202425,Local Authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,Primary,30000,920,25,0.030666666666666665,0.0008333333333333334
Autumn Term,202425,Local Authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,Secondary,30000,699,19,0.0233,0.0006333333333333333
Autumn Term,202425,Local Authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,Special,30000,792,18,0.0264,0.0006
Autumn Term,202425,Local Authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000014,York,Primary,100,99,22,0.99,0.22
Autumn Term,202425,Local Authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000014,York,Secondary,100,99,20,0.99,0.2
Autumn Term,202425,Local Authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000014,York,Special,30000,1000,17,0.03333333333333333,0.0005666666666666667
Autumn Term,202425,Local Authority,E92000001,England,E12000004,East Midlands,E06000015,Derby,Primary,100,99,19,0.99,0.19
Autumn Term,202425,Local Authority,E92000001,England,E12000004,East Midlands,E06000015,Derby,Secondary,100,99,21,0.99,0.21
Autumn Term,202425,Local Authority,E92000001,England,E12000004,East Midlands,E06000015,Derby,Special,100,99,17,0.99,0.17
Autumn Term,202425,Local Authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,Primary,100,99,19,0.99,0.19
Autumn Term,202425,Local Authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,Secondary,100,99,21,0.99,0.21
Autumn Term,202425,Local Authority,E92000001,England,E12000004,East Midlands,E06000016,Leicester,Special,30000,950,25,0.03166666666666667,0.0008333333333333334
Autumn Term,202425,Local Authority,E92000001,England,E12000004,East Midlands,E06000017,Rutland,Primary,30000,1000,25,0.03333333333333333,0.0008333333333333334
Autumn Term,202425,Local Authority,E92000001,England,E12000004,East Midlands,E06000017,Rutland,Secondary,30000,944,23,0.031466666666666664,0.0007666666666666667
Autumn Term,202425,Local Authority,E92000001,England,E12000004,East Midlands,E06000017,Rutland,Special,100,99,23,0.99,0.23
Autumn Term,202425,Local Authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,Primary,100,99,18,0.99,0.18
Autumn Term,202425,Local Authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,Secondary,30000,933,23,0.0311,0.0007666666666666667
Autumn Term,202425,Local Authority,E92000001,England,E12000004,East Midlands,E06000018,Nottingham,Special,30000,1000,17,0.03333333333333333,0.0005666666666666667
Autumn Term,202425,Local Authority,E92000001,England,E12000005,West Midlands,E06000019,"Herefordshire, County of",Primary,30000,841,19,0.028033333333333334,0.0006333333333333333
Autumn Term,202425,Local Authority,E92000001,England,E12000005,West Midlands,E06000019,"Herefordshire, County of",Secondary,100,99,18,0.99,0.18
Autumn Term,202425,Local Authority,E92000001,England,E12000005,West Midlands,E06000019,"Herefordshire, County of",Special,100,99,25,0.99,0.25
Autumn Term,202425,Local Authority,E92000001,England,E12000005,West Midlands,E06000020,Telford and Wrekin,Primary,100,99,24,0.99,0.24
Autumn Term,202425,Local Authority,E92000001,England,E12000005,West Midlands,E06000020,Telford and Wrekin,Secondary,30000,1000,27,0.03333333333333333,0.0009
Autumn Term,202425,Local Authority,E92000001,England,E12000005,West Midlands,E06000020,Telford and Wrekin,Special,100,99,22,0.99,0.22
Autumn Term,202425,Local Authority,E92000001,England,E12000005,West Midlands,E06000021,Stoke-on-Trent,Primary,30000,1000,20,0.03333333333333333,0.0006666666666666666
Autumn Term,202425,Local Authority,E92000001,England,E12000005,West Midlands,E06000021,Stoke-on-Trent,Secondary,100,99,14,0.99,0.14
Autumn Term,202425,Local Authority,E92000001,England,E12000005,West Midlands,E06000021,Stoke-on-Trent,Special,100,99,19,0.99,0.19
Autumn Term,202425,Local Authority,E92000001,England,E12000009,South West,E06000022,Bath and North East Somerset,Primary,30000,874,16,0.029133333333333334,0.0005333333333333334
Autumn Term,202425,Local Authority,E92000001,England,E12000009,South West,E06000022,Bath and North East Somerset,Secondary,100,99,16,0.99,0.16
Autumn Term,202425,Local Authority,E92000001,England,E12000009,South West,E06000022,Bath and North East Somerset,Special,100,99,17,0.99,0.17
Autumn Term,202425,Local Authority,E92000001,England,E12000009,South West,E06000023,"Bristol, City of",Primary,30000,1000,15,0.03333333333333333,0.0005
Autumn Term,202425,Local Authority,E92000001,England,E12000009,South West,E06000023,"Bristol, City of",Secondary,30000,895,24,0.029833333333333333,0.0008
Autumn Term,202425,Local Authority,E92000001,England,E12000009,South West,E06000023,"Bristol, City of",Special,30000,853,25,0.028433333333333335,0.0008333333333333334
Autumn Term,202425,Local Authority,E92000001,England,E12000009,South West,E06000024,North Somerset,Primary,100,99,37,0.99,0.37
Autumn Term,202425,Local Authority,E92000001,England,E12000009,South West,E06000024,North Somerset,Secondary,30000,830,17,0.027666666666666666,0.0005666666666666667
Autumn Term,202425,Local Authority,E92000001,England,E12000009,South West,E06000024,North Somerset,Special,100,99,18,0.99,0.18
Autumn Term,202425,Local Authority,E92000001,England,E12000009,South West,E06000025,South Gloucestershire,Primary,30000,1000,19,0.03333333333333333,0.0006333333333333333
Autumn Term,202425,Local Authority,E92000001,England,E12000009,South West,E06000025,South Gloucestershire,Secondary,30000,1000,21,0.03333333333333333,0.0007
Autumn Term,202425,Local Authority,E92000001,England,E12000009,South West,E06000025,South Gloucestershire,Special,100,99,24,0.99,0.24
Autumn Term,202425,Local Authority,E92000001,England,E12000009,South West,E06000026,Plymouth,Primary,100,99,14,0.99,0.14
Autumn Term,202425,Local Authority,E92000001,England,E12000009,South West,E06000026,Plymouth,Secondary,100,99,20,0.99,0.2
Autumn Term,202425,Local Authority,E92000001,England,E12000009,South West,E06000026,Plymouth,Special,30000,965,22,0.03216666666666667,0.0007333333333333333
Autumn Term,202425,Local Authority,E92000001,England,E12000009,South West,E06000027,Torbay,Primary,100,99,22,0.99,0.22
Autumn Term,202425,Local Authority,E92000001,England,E12000009,South West,E06000027,Torbay,Secondary,100,99,17,0.99,0.17
Autumn Term,202425,Local Authority,E92000001,England,E12000009,South West,E06000027,Torbay,Special,100,99,16,0.99,0.16
Autumn Term,202425,Local Authority,E92000001,England,E12000009,South West,E06000028,Bournemouth,Primary,30000,1000,21,0.03333333333333333,0.0007
Autumn Term,202425,Local Authority,E92000001,England,E12000009,South West,E06000028,Bournemouth,Secondary,30000,1000,18,0.03333333333333333,0.0006
Autumn Term,202425,Local Authority,E92000001,England,E12000009,South West,E06000028,Bournemouth,Special,30000,969,18,0.0323,0.0006
Autumn Term,202425,Local Authority,E92000001,England,E12000009,South West,E06000029,Poole,Primary,30000,592,16,0.019733333333333332,0.0005333333333333334
Autumn Term,202425,Local Authority,E92000001,England,E12000009,South West,E06000029,Poole,Secondary,30000,932,14,0.031066666666666666,0.00046666666666666666
Autumn Term,202425,Local Authority,E92000001,England,E12000009,South West,E06000029,Poole,Special,30000,933,22,0.0311,0.0007333333333333333
Autumn Term,202425,Local Authority,E92000001,England,E12000009,South West,E06000030,Swindon,Primary,30000,930,20,0.031,0.0006666666666666666
Autumn Term,202425,Local Authority,E92000001,England,E12000009,South West,E06000030,Swindon,Secondary,30000,904,18,0.030133333333333335,0.0006
Autumn Term,202425,Local Authority,E92000001,England,E12000009,South West,E06000030,Swindon,Special,30000,969,24,0.0323,0.0008
Autumn Term,202425,Local Authority,E92000001,England,E12000006,East of England,E06000031,Peterborough,Primary,100,99,23,0.99,0.23
Autumn Term,202425,Local Authority,E92000001,England,E12000006,East of England,E06000031,Peterborough,Secondary,30000,792,24,0.0264,0.0008
Autumn Term,202425,Local Authority,E92000001,England,E12000006,East of England,E06000031,Peterborough,Special,30000,989,18,0.032966666666666665,0.0006
Autumn Term,202425,Local Authority,E92000001,England,E12000006,East of England,E06000032,Luton,Primary,30000,882,26,0.0294,0.0008666666666666666
Autumn Term,202425,Local Authority,E92000001,England,E12000006,East of England,E06000032,Luton,Secondary,30000,973,15,0.032433333333333335,0.0005
Autumn Term,202425,Local Authority,E92000001,England,E12000006,East of England,E06000032,Luton,Special,30000,801,29,0.0267,0.0009666666666666667
Autumn Term,202425,Local Authority,E92000001,England,E12000006,East of England,E06000033,Southend-on-Sea,Primary,100,99,21,0.99,0.21
Autumn Term,202425,Local Authority,E92000001,England,E12000006,East of England,E06000033,Southend-on-Sea,Secondary,30000,969,25,0.0323,0.0008333333333333334
Autumn Term,202425,Local Authority,E92000001,England,E12000006,East of England,E06000033,Southend-on-Sea,Special,100,99,14,0.99,0.14
Autumn Term,202425,Local Authority,E92000001,England,E12000006,East of England,E06000034,Thurrock,Primary,30000,981,18,0.0327,0.0006
Autumn Term,202425,Local Authority,E92000001,England,E12000006,East of England,E06000034,Thurrock,Secondary,30000,984,17,0.0328,0.0005666666666666667
Autumn Term,202425,Local Authority,E92000001,England,E12000006,East of England,E06000034,Thurrock,Special,100,99,16,0.99,0.16
Autumn Term,202425,Local Authority,E92000001,England,E12000008,South East,E06000035,Medway,Primary,100,99,15,0.99,0.15
Autumn Term,202425,Local Authority,E92000001,England,E12000008,South East,E06000035,Medway,Secondary,100,99,20,0.99,0.2
Autumn Term,202425,Local Authority,E92000001,England,E12000008,South East,E06000035,Medway,Special,100,99,21,0.99,0.21
Autumn Term,202425,Local Authority,E92000001,England,E12000008,South East,E06000036,Bracknell Forest,Primary,30000,1000,21,0.03333333333333333,0.0007
Autumn Term,202425,Local Authority,E92000001,England,E12000008,South East,E06000036,Bracknell Forest,Secondary,30000,820,16,0.027333333333333334,0.0005333333333333334
Autumn Term,202425,Local Authority,E92000001,England,E12000008,South East,E06000036,Bracknell Forest,Special,100,99,20,0.99,0.2
Autumn Term,202425,Local Authority,E92000001,England,E12000008,South East,E06000037,West Berkshire,Primary,30000,844,29,0.028133333333333333,0.0009666666666666667
Autumn Term,202425,Local Authority,E92000001,England,E12000008,South East,E06000037,West Berkshire,Secondary,30000,862,21,0.028733333333333333,0.0007
Autumn Term,202425,Local Authority,E92000001,England,E12000008,South East,E06000037,West Berkshire,Special,30000,982,22,0.032733333333333337,0.0007333333333333333
Autumn Term,202425,Local Authority,E92000001,England,E12000008,South East,E06000038,Reading,Primary,30000,1000,20,0.03333333333333333,0.0006666666666666666
Autumn Term,202425,Local Authority,E92000001,England,E12000008,South East,E06000038,Reading,Secondary,30000,890,20,0.029666666666666668,0.0006666666666666666
Autumn Term,202425,Local Authority,E92000001,England,E12000008,South East,E06000038,Reading,Special,30000,809,24,0.026966666666666667,0.0008
Autumn Term,202425,Local Authority,E92000001,England,E12000008,South East,E06000039,Slough,Primary,100,99,13,0.99,0.13
Autumn Term,202425,Local Authority,E92000001,England,E12000008,South East,E06000039,Slough,Secondary,30000,688,29,0.022933333333333333,0.0009666666666666667
Autumn Term,202425,Local Authority,E92000001,England,E12000008,South East,E06000039,Slough,Special,30000,833,19,0.027766666666666665,0.0006333333333333333
Autumn Term,202425,Local Authority,E92000001,England,E12000008,South East,E06000040,Windsor and Maidenhead,Primary,30000,976,17,0.03253333333333333,0.0005666666666666667
